Role,Role Type,Menu,Menu Type,Menu Item Name,Menu Item Route,Menu Item Product,Menu Item Page URL
Procure to Pay - International,Global,Procure to Pay Net - International,Global,Setup,,ProcuretoPayNet,/procuretopaynet/content/#/app/setup/general
Procure to Pay - International,Global,Procure to Pay Net - International,Global,Setup,,ProcuretoPayNet,/procuretopaynet/content/#/pro
Procure to Pay - International,Global,Procure to Pay Net - International,Global,Smart Key,reports/billing/sk,ProcuretoPayNet,/procuretopaynet/content2/reports/billing/sk
Procure to Pay - International,Global,Procure to Pay Net - International,Global,SQL Reports,sqlreports/list,VoyagerSetupNet,/voyagersetupnet/content2/sqlreports/list
Procure to Pay - International,Global,Procure to Pay Net - International,Global,Sync Properties,"app.fullservicesync.sync({objectType:""property""})",ProcuretoPayNet,/procuretopaynet/content/#/app/fullservicesync/sync?objectType=property
Procure to Pay - International,Global,Procure to Pay Net - International,Global,Sync Report,app.reports.fullservicesyncrpt,ProcuretoPayNet,/procuretopaynet/content/#/app/reports/fullservicesyncreport
Procure to Pay - International,Global,Procure to Pay Net - International,Global,Sync Vendors,"app.fullservicesync.sync({objectType:""vendor""})",ProcuretoPayNet,/procuretopaynet/content/#/app/fullservicesync/sync?objectType=vendor
Procure to Pay - International,Global,Procure to Pay Net - International,Global,Transaction Register,app.apanalytics.transactionregister,ProcuretoPayNet,/procuretopaynet/content/#/app/apanalytics/transactionregister
Procure to Pay - International,Global,Procure to Pay Net - International,Global,Uncommit Payment,app.glap.uncommitpaymentint,ProcuretoPayNet,/procuretopaynet/content/#/app/glap/uncommitpaymentint
Procure to Pay - International,Global,Procure to Pay Net - International,Global,Uncommit Payment,app.glap.uncommitpaymentrecv,ProcuretoPayNet,/procuretopaynet/content/#/app/glap/uncommitpaymentrecv
Procure to Pay - International,Global,Procure to Pay Net - International,Global,Update Failed Pull Batches,app.billpay.unsentbatches,ProcuretoPayNet,/procuretopaynet/content/#/app/billpay/unsentbatches
Procure to Pay - International,Global,Procure to Pay Net - International,Global,User Notifications,app.setup.usernotifications,ProcuretoPayNet,/procuretopaynet/content/#/app/setup/usernotifications
Procure to Pay - International,Global,Procure to Pay Net - International,Global,Vendor,,ProcuretoPayNet,
Procure to Pay - International,Global,Procure to Pay Net - International,Global,Vendor EFT Setup,app.billpay.inteftsetuplist,ProcuretoPayNet,/procuretopaynet/content/#/app/billpay/inteftsetuplist
Procure to Pay - International,Global,Procure to Pay Net - International,Global,VendorCafe,app.vendorcafe,ProcuretoPayNet,/procuretopaynet/content/#/app/vendorcafe
Procure to Pay - International,Global,Procure to Pay Net - International,Global,Void Payments,app.glap.voidchecks,ProcuretoPayNet,/procuretopaynet/content/#/app/glap/voidchecks
Procure to Pay - International,Global,Procure to Pay Net - International,Global,Workflow,,ProcuretoPayNet,
Procure to Pay - International,Global,Procure to Pay Net - International,Global,Workflow Analytics,app.reports.workflowanalytics,ProcuretoPayNet,/procuretopaynet/content/#/app/reports/workflowanalytics
Procure to Pay - International,Global,Procure to Pay Net - International,Global,Workflow Auto Attach,app.workflow.autoattach({objectType:'invoice'}),ProcuretoPayNet,/procuretopaynet/content/#/app/workflow/autoattach?objectType=invoice
Procure to Pay - International,Global,Procure to Pay Net - International,Global,Workflow Auto Attach,app.workflow.autoattach({objectType:'po'}),ProcuretoPayNet,/procuretopaynet/content/#/app/workflow/autoattach?objectType=po
Procure to Pay - International,Global,Procure to Pay Net - International,Global,Workflow Auto-Attach,app.workflow.autoattach,ProcuretoPayNet,/procuretopaynet/content/#/app/workflow/autoattach
Procure to Pay - International,Global,Procure to Pay Net - International,Global,Workflow Dashboard,app.workflow.dashboard({objectType:'invoice'}),ProcuretoPayNet,/procuretopaynet/content/#/app/workflow/dashboard?objectType=invoice
Procure to Pay - International,Global,Procure to Pay Net - International,Global,Workflow Dashboard,app.workflow.dashboard({objectType:'po'}),ProcuretoPayNet,/procuretopaynet/content/#/app/workflow/dashboard?objectType=po
Procure to Pay - International,Global,Procure to Pay Net - International,Global,Workflow Dashboard,app.workflow.dashboard({objectType:'rpo'}),ProcuretoPayNet,/procuretopaynet/content/#/app/workflow/dashboard?objectType=rpo
Procure to Pay - International,Global,Procure to Pay Net - International,Global,Workflow Dashboard,app.workflow.dashboard({objectType:'vendor'}),ProcuretoPayNet,/procuretopaynet/content/#/app/workflow/dashboard?objectType=vendor
Procure to Pay - International,Global,Procure to Pay Net - International,Global,Workflow Dashboard Configuration,app.workflow.configuration,ProcuretoPayNet,/procuretopaynet/content/#/app/workflow/configuration
Procure to Pay - International,Global,Procure to Pay Net - International,Global,Workflow History,app.reports.workflowhistory,ProcuretoPayNet,/procuretopaynet/content/#/app/reports/workflowhistory
Procure to Pay - International,Global,Procure to Pay Net - International,Global,Workflow Reports,,ProcuretoPayNet,
Procure to Pay - International,Global,Procure to Pay Net - International,Global,Workflow Restart,"app.workflow.restart({objectType:""aptemplate""})",ProcuretoPayNet,"/procuretopaynet/content/#/app/workflow/restart({objectType:""aptemplate""})"
Procure to Pay - International,Global,Procure to Pay Net - International,Global,Workflow Restart,app.workflow.restart({objectType:'invoice'}),ProcuretoPayNet,/procuretopaynet/content/#/app/workflow/restart?objectType=invoice
Procure to Pay - International,Global,Procure to Pay Net - International,Global,Workflow Restart,app.workflow.restart({objectType:'po'}),ProcuretoPayNet,/procuretopaynet/content/#/app/workflow/restart?objectType=po
Procure to Pay - International,Global,Procure to Pay Net - International,Global,Workflow Restart,app.workflow.restart({objectType:'rpo'}),ProcuretoPayNet,/procuretopaynet/content/#/app/workflow/restart?objectType=rpo
Procure to Pay - International,Global,Procure to Pay Net - International,Global,Workflow Setup,,ProcuretoPayNet,
Procure to Pay - International,Global,Procure to Pay Net - International,Global,Workflow Setup,reports/workflowsetup,ProcuretoPayNet,/procuretopaynet/content2/reports/workflowsetup
Procure to Pay - International,Global,Procure to Pay Net - International,Global,YSR,app.ysrreport,ProcuretoPayNet,/procuretopaynet/content/#/app/ysrreport
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Accounts Payable,,ProcuretoPayNet,
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Activity Feed,reports/activityfeed,ProcuretoPayNet,/procuretopaynet/content2/reports/activityfeed
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Add AP Template,aptemplate/add,ProcuretoPayNet,/procuretopaynet/content2/aptemplate/add
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Add Bank Account,billpay/banksetup/new,ProcuretoPayNet,/procuretopaynet/content2/billpay/banksetup/new
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Add Html Template,addEmailTemplate/html,ProcuretoPayNet,/procuretopaynet/content2/addEmailTemplate/html
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Add IR,ir/new,ProcuretoPayNet,/procuretopaynet/content2/ir/add
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Add New Configuration,configuration/new,ProcuretoPayNet,/procuretopaynet/content2/configuration/new
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Add New Workflow,workflow/new,ProcuretoPayNet,/procuretopaynet/content2/workflow/new
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Add Payable Batch,glap/payablebatchadd,ProcuretoPayNet,/procuretopaynet/content2/glap/payablebatchadd
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Add PO,po/new,ProcuretoPayNet,/procuretopaynet/content2/po/new
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Add PR,pr/new/info,ProcuretoPayNet,/procuretopaynet/content2/pr/new/info
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Add RPO,rpo/new,ProcuretoPayNet,/procuretopaynet/content2/rpo/add
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Add Text Template,addEmailTemplate/text,ProcuretoPayNet,/procuretopaynet/content2/addEmailTemplate/text
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Add Vendor,vendor/add,ProcuretoPayNet,/procuretopaynet/content2/vendor/add
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Adjust Payable Holds,glap/payableholds,ProcuretoPayNet,/procuretopaynet/content2/glap/payableholds
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Analysis,,ProcuretoPayNet,
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Analysis Dashboard,billpay/analysis,ProcuretoPayNet,/procuretopaynet/content2/billpay/analysis
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Analytics,ir/analytics ,ProcuretoPayNet,/procuretopaynet/content2/ir/analytics
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Analytics Goals,setup/performancegoals,ProcuretoPayNet,/procuretopaynet/content2/setup/performancegoals
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,AP Aging,apanalytics/aging,ProcuretoPayNet,/procuretopaynet/content2/apanalytics/aging
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,AP Template,,ProcuretoPayNet,
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Audit History Report,reports/audithistory,ProcuretoPayNet,/procuretopaynet/content2/reports/audithistory
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Bank Setup,billpay/banksetup,ProcuretoPayNet,/procuretopaynet/content2/billpay/reports/banksetup
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Bill Pay,,ProcuretoPayNet,
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Bill Pay Report,billpay/analytics,ProcuretoPayNet,/procuretopaynet/content2/billpay/analytics
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Billing,,ProcuretoPayNet,
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Budget Comparison,reports/budgetcomparison,ProcuretoPayNet,/procuretopaynet/content2/reports/budgetcomparison
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Check Signature,glap/checksignature,ProcuretoPayNet,/procuretopaynet/content2/glap/checksignature
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Close PO,po/close,ProcuretoPayNet,/procuretopaynet/content2/po/close
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Commit Payment,glap/commitpaymentint,ProcuretoPayNet,/procuretopaynet/content2/glap/commitpaymentint
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Commit Payment,glap/commitpaymentrecv,ProcuretoPayNet,/procuretopaynet/content2/glap/commitpaymentrecv
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Convert Payable/Payment To BPX,billpay/convertpayablepayments,ProcuretoPayNet,/procuretopaynet/content2/billpay/convertpayablepayments
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Credit Card,billpay/creditcard,ProcuretoPayNet, /procuretopaynet/content2/billpay/creditcard
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Dashboard,billpay/dashboard,ProcuretoPayNet,/procuretopaynet/content2/billpay/dashboard
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Dashboard,fs/dashboard,ProcuretoPayNet,/procuretopaynet/content2/fs/dashboard
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Dashboard,ir/dashboard,ProcuretoPayNet,/procuretopaynet/content2/ir/dashboard
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Dashboard,po/dashboard,ProcuretoPayNet,/procuretopaynet/content2/po/dashboard
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Display Types,,ProcuretoPayNet,
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,EFT Batch Report,glap/eftbatchreport,ProcuretoPayNet,/procuretopaynet/content2/glap/eftbatchreport
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Email Subscription,billpay/emails,ProcuretoPayNet,/procuretopaynet/content2/billpay/emails
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Email Template,,ProcuretoPayNet,
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,EU Reclass Payable,glap/eureclasspayablesearch,ProcuretoPayNet,/procuretopaynet/content2/glap/eureclasspayablesearch
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Expense Distribution,apanalytics/expdistribution,ProcuretoPayNet,/procuretopaynet/content2/apanalytics/expensedistribution
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,FS Email History,reports/fsemailhistory,ProcuretoPayNet,/procuretopaynet/content2/reports/fsemailhistory
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Full Service,,ProcuretoPayNet,
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Full Service,reports/billing/fs,ProcuretoPayNet,/procuretopaynet/content2/reports/billing/fs
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,General,setup/general,ProcuretoPayNet,/procuretopaynet/content2/setup/general
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,GL Disbursement Workflow Dashboard,workflow/dashboard?objecttype=gldisbursement,ProcuretoPayNet,/procuretopaynet/content2/workflow/dashboard?objecttype=gldisbursement
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Global Setup,billpay/globalsetup,ProcuretoPayNet,/procuretopaynet/content2/billpay/globalsetup
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,IAT Tie-Out Report,glap/iattieoutreport,ProcuretoPayNet,/procuretopaynet/content2/glap/iattieoutreport
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Import IR,ir/import,ProcuretoPayNet,/procuretopaynet/content2/ir/import
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Incomplete Payee Setup,billpay/payeesetupreport,ProcuretoPayNet, /procuretopaynet/content2/billpay/payeesetupreport
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Intercompany Reimbursement,glap/intercoreimbursement,ProcuretoPayNet,/procuretopaynet/content2/glap/intercoreimbursement
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,International,,ProcuretoPayNet,
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Invoice,,ProcuretoPayNet,
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Invoice Details Report,billpay/invoicedetailsint,ProcuretoPayNet,/procuretopay/content2/billpay/invoicedetailsint
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Invoice Image Export,ir/InvImgExport,ProcuretoPayNet,/procuretopaynet/content2/ir/InvImgExport
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Invoice Image Export (SFTP),ir/sftpinvimgexport,ProcuretoPayNet,/procuretopaynet/content2/ir/sftpinvimgexport
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Invoice Statistics by Property,reports/invoice/property,ProcuretoPayNet,/procuretopaynet/content2/reports/invoice/property
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Invoice Statistics by User,reports/invoice/user,ProcuretoPayNet,/procuretopaynet/content2/reports/invoice/user
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Make Adjustment,glap/makeadjustment,ProcuretoPayNet,/procuretopaynet/content2/glap/adjustments
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Manual Payment,glap/manualpayment,ProcuretoPayNet,/procuretopaynet/content2/glap/manualpayment
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Manual Payment,glap/manualpaymentint,ProcuretoPayNet,/procuretopaynet/content2/glap/manualpaymentint
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Manual Payment,glap/manualpaymentrecv,ProcuretoPayNet,/procuretopaynet/content2/glap/manualpaymentrecv
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Milestone,reports/milestone,ProcuretoPayNet,/procuretopaynet/content2/reports/milestone
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Multiple Payee,billpay/multiplepayeesetup,ProcuretoPayNet,/procuretopaynet/content2/billpay/multiplepayeesetup
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,My Invoices,ir/myinvoice,ProcuretoPayNet,/procuretopaynet/content2/ir/myinvoice
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Notification Setup,setup/notification,ProcuretoPayNet,/procuretopaynet/content2/setup/notification
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,P2P Analytics,AnalyticsDashboard,ProcuretoPayNet,/procuretopaynet/content2/AnalyticsDashboard
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Payable,glap/payable,ProcuretoPayNet,/procuretopaynet/content2/glap/payable
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Payable Batch,glap/payablebatch,ProcuretoPayNet,/procuretopaynet/content2/glap/payablebatch
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Payable Display Type,displaytypesetup/payable,ProcuretoPayNet,/procuretopaynet/content2/displaytypesetup/payable
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Payable Workflow Dashboard,workflow/dashboard?objecttype=payable,ProcuretoPayNet,/procuretopaynet/content2/workflow/dashboard?objecttype=payable
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Payee,billpay/payee,ProcuretoPayNet,/procuretopaynet/content2/billpay/payee
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Payee Ledger,apanalytics/payeeledger,ProcuretoPayNet,/procuretopaynet/content2/apanalytics/payeeledger
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Payment,billpay/check,ProcuretoPayNet,/procuretopaynet/content2/billpay/check
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Payments to Legal Entity,glap/paytoclient,ProcuretoPayNet,/procuretopaynet/content2/glap/paytoclient
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Payscan,reports/billing/pp,ProcuretoPayNet, /procuretopaynet/content2/reports/billing/pp
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,PAYscan Transaction Distribution,reports/payscantransdistribution,ProcuretoPayNet,/procuretopaynet/content2/reports/payscantransdistribution
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,PO Accrual,poaccrual,glmanagernet,glmanagernet/content2/poaccrual
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,PO Directory,reports/po/podirectory,ProcuretoPayNet,/procuretopaynet/content2/reports/po/podirectory
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,PO Display Types,displaytypesetup/po,ProcuretoPayNet,/procuretopaynet/content2/displaytypesetup/po
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,PO Statistics by Property,reports/po/property,ProcuretoPayNet,/procuretopaynet/content2/reports/po/property
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,PO Statistics by User,reports/po/user,ProcuretoPayNet,/procuretopaynet/content2/reports/po/user
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Post AP Template,aptemplate/post,ProcuretoPayNet,/procuretopaynet/content2/aptemplate/post
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Post RPO,rpo/post,ProcuretoPayNet,/procuretopaynet/content2/rpo/post
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,PR Workflow Dashboard,workflow/dashboard?objecttype=purchaserequisition,ProcuretoPayNet,/procuretopaynet/content2/workflow/dashboard?objecttype=purchaserequisition
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Process Payment,glap/processpaymentint,ProcuretoPayNet,/procuretopaynet/content2/glap/processpaymentint
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Process Payment,glap/processpaymentrecv,ProcuretoPayNet,/procuretopaynet/content2/glap/processpaymentrecv
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Property,billpay/property,ProcuretoPayNet,/procuretopaynet/content2/billpay/property
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Purchase Order,,ProcuretoPayNet,
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Purchase Requisition,,ProcuretoPayNet,
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Rebuild Workflow Approvers,workflow/rebuildwfapprovers,ProcuretoPayNet,/procuretopaynet/content2/workflow/rebuildwfapprovers
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Receive PO,po/receive,ProcuretoPayNet,/procuretopaynet/content2/po/receive
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Reclass Expense,glap/reclasspayablesearch,ProcuretoPayNet,/procuretopaynet/content2/glap/reclasspayablesearch
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Record Vendor Refund,glap/refundpayable,ProcuretoPayNet,/procuretopaynet/content2/glap/refundpayable
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Recoverability,,ProcuretoPayNet,
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Recurring PO,,ProcuretoPayNet,
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Replacement Token,setup/replacementToken,ProcuretoPayNet,/procuretopaynet/content2/setup/replacementToken
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Reports,,ProcuretoPayNet,
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Reports,,ProcuretoPayNet,/procuretopaynet/content2/
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Review Configuration,configuration/wfconfiguration,ProcuretoPayNet, /procuretopaynet/content2/configuration/wfconfiguration
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Review GL Disbursement,glap/gldisbursementint,ProcuretoPayNet,/procuretopaynet/content2/glap/gldisbursementint
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Review Template,emailtemplate/home,ProcuretoPayNet,/procuretopaynet/content2/emailtemplate/home
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Review Workflows,workflow/setup,ProcuretoPayNet, /procuretopaynet/content2/workflow/setup
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Role Contacts,reports/rolecontacts,ProcuretoPayNet,/procuretopaynet/content2/reports/rolecontacts
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Schedule Reports,reports/schedule,ProcuretoPayNet,/procuretopaynet/content2/reports/schedule
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Search,,ProcuretoPayNet,
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Search AP Template,aptemplate/search,ProcuretoPayNet,/procuretopaynet/content2/aptemplate/search
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Search IR,ir/search,ProcuretoPayNet,/procuretopaynet/content2/ir/search
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Search Owner,legalentity/list,ProcuretoPayNet,/procuretopaynet/content2/legalentity/list
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Search PO,po/search,ProcuretoPayNet,/procuretopaynet/content2/po/search
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Search PR,pr/search,ProcuretoPayNet,/procuretopaynet/content2/pr/search
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Search Properties,property/list,ProcuretoPayNet,/procuretopaynet/content2/property/list
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Search RPO,rpo/search,ProcuretoPayNet,/procuretopaynet/content2/rpo/search
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Search Vendor,billpay/payee,ProcuretoPayNet,/procuretopaynet/content2/billpay/payee
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Setup,,ProcuretoPayNet,
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Setup,,ProcuretoPayNet,/procuretopaynet/content2/pro
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Setup,,ProcuretoPayNet,/procuretopaynet/content2/setup/general
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Sync Properties,fs/fs-sync-properties,ProcuretoPayNet,/procuretopaynet/content2/fs/fs-sync-properties
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Sync Report,fs/fs-sync-report,ProcuretoPayNet,/procuretopaynet/content2/fs/fs-sync-report
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Sync Vendors,fs/fs-sync-vendor,ProcuretoPayNet,/procuretopaynet/content2/fs/fs-sync-vendor
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Transaction Register,apanalytics/transactionregister,ProcuretoPayNet,/procuretopaynet/content2/apanalytics/transactionregister
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Uncommit Payment,glap/uncommitpaymentint,ProcuretoPayNet,/procuretopaynet/content2/glap/uncommitpaymentint
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Uncommit Payment,glap/uncommitpaymentrecv,ProcuretoPayNet,/procuretopaynet/content2/glap/uncommitpaymentrecv
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Update Failed Pull Batches,billpay/unsentbatches,ProcuretoPayNet,/procuretopay/content2/billpay/unsentbatches
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,User Notifications,setup/usernotifications,ProcuretoPayNet,/procuretopaynet/content2/setup/usernotifications
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Vendor,,ProcuretoPayNet,
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Vendor EFT Setup,billpay/inteftsetuplist,ProcuretoPayNet,/procuretopaynet/content2/billpay/inteftsetuplist
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,VendorCafe,,ProcuretoPayNet,
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,VendorCafe Dashboard,vc/dash-iframe,ProcuretoPayNet,/procuretopaynet/content2/vc/dash-iframe
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Virtuoso Signup,virtuoso-signup,ProcuretoPayNet,/procuretopaynet/content2/virtuoso-signup
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Void Payments,glap/voidchecks,ProcuretoPayNet,/procuretopaynet/content2/glap/voidchecks
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Workflow,,ProcuretoPayNet,
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Workflow Analytics,reports/workflowanalytics,ProcuretoPayNet,/procuretopaynet/content2/reports/workflowanalytics
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Workflow Auto Attach,workflow/autoattach?objecttype=invoice,ProcuretoPayNet,/procuretopaynet/content2/workflow/autoattach?objecttype=invoice
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Workflow Auto Attach,workflow/autoattach?objecttype=po,ProcuretoPayNet,/procuretopaynet/content2/workflow/autoattach?objecttype=po
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Workflow Auto-Attach,workflow/autoattach,ProcuretoPayNet,/procuretopaynet/content2/workflow/autoattach
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Workflow Dashboard,workflow/dashboard?objecttype=invoice,ProcuretoPayNet,/procuretopaynet/content2/workflow/dashboard?objecttype=invoice
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Workflow Dashboard,workflow/dashboard?objecttype=po,ProcuretoPayNet,/procuretopaynet/content2/workflow/dashboard?objecttype=po
Procure to Pay - International (New),Global,Procure to Pay Net - International A16,Global,Workflow Dashboard,workflow/dashboard?objecttype=rpo,ProcuretoPayNet,/procuretopaynet/content2/workflow/dashboard?objecttype=rpo
